waste,wst_oper,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
EE_EET,COL_HH,KG_HAB,PT	: 	0 	: 	0.16 	0.04 	0.03 	0.05 	0.07 	0.04 	0.03 	0.03 	0 	0 	: 
EE_EET,COL_HH,KG_HAB,RO	: 	: 	0.04 	0.04 	0.03 	0.03 	0.03 	0.03 	0.02 	0.02 	0.02 	0.01 	0.01 	: 
EE_EET,COL_HH,KG_HAB,SE	: 	0.25 	0.29 	0.26 	0.22 	0.23 	0.18 	0.18 	0.13 	0.12 	0.16 	0.1 	0.15 	0.06 
EE_EET,COL_HH,KG_HAB,SI	: 	0.22 	0.1 	0.05 	0.06 	0.07 	0.09 	0.1 	0.04 	0.04 	0.02 	0.01 	: 	: 
EE_EET,COL_HH,KG_HAB,SK	: 	0.18 	0.14 	0.16 	0.22 	0.19 	0.21 	0.25 	0.1 	0.05 	0.03 	0.03 	0.01 	0.01 
EE_EET,COL_HH,KG_HAB,UK	: 	0.32 	0.34 	0.32 	0.27 d	0.26 	0.25 	0.25 	0.18 	0.17 	0.16 	0.06 	: 	: 
EE_EET,COL_HH,T,AT	3424 	3333 	2516 	2410 	2361 	2187 	2119 	1954 	1840 	1772 	1801 	1394 	1329 	340 
EE_EET,COL_HH,T,BE	4741 	4196 	4357 	4386 	3574 	3067 	2572 	2817 	2323 	2123 	1813 	1619 	1453 	1258 
EE_EET,COL_HH,T,BG	: 	1606 	2160 	1846 	1087 	1122 	1247 	1746 	1447 	734 	: 	: 	: 	: 
EE_EET,COL_HH,T,CY	: 	76 	44 	39 	33 	29 	46 	51 	36 	41 	61 	42 	: 	: 
EE_EET,COL_HH,T,CZ	2387 	2178 	2291 	1638 	870 	622 	787 	637 	530 	799 	833 	340 	: 	: 
EE_EET,COL_HH,T,DE	26305 	30744 	41802 	25600 	28793 	21906 	23305 	21190 	21808 	28652 	20232 	12434 	10683 	: 
EE_EET,COL_HH,T,DK	3258 	1502 	1421 	1952 	2007 	979 	959 	1033 	653 	2301 	2044 	2076 	533 	: 
EE_EET,COL_HH,T,EE	119 	104 	312 	192 	77 	53 	93 	155 	138 	244 	101 	66 	7 	: 
EE_EET,COL_HH,T,EL	116 	90 	117 d	105 	107 d	74 d	70 d	73 d	65 	60 	101 	38 	10 	2 
EE_EET,COL_HH,T,ES	946 	979 	1016 	1041 	1206 	1343 	1885 	2017 	1246 	1221 	787 	422 	46 	: 
EE_EET,COL_HH,T,EU27_2020	: 	90704 s	: 	76250 	72308 	59046 	60057 	59445 	: 	: 	: 	: 	: 	: 
EE_EET,COL_HH,T,EU28	: 	111554 s	: 	97410 	90017 	75504 	75993 	75498 	: 	: 	: 	: 	: 	: 
EE_EET,COL_HH,T,FI	796 	705 	842 	799 	820 	504 	385 	350 	263 	567 	395 	422 	275 	55 
EE_EET,COL_HH,T,FR	17814 	14922 	14859 	12402 	10003 	8417 	6611 	6114 	5218 	4444 	2868 	893 	21 	: 
EE_EET,COL_HH,T,HR	555 	492 	575 	363 	313 	316 	488 	591 	: 	: 	: 	: 	: 	: 
EE_EET,COL_HH,T,HU	: 	727 	682 	599 	863 	576 	485 	331 	511 	452 	275 	262 	125 	67 
EE_EET,COL_HH,T,IE	1455 	1651 	1188 	525 	565 	505 	468 	729 	842 	416 	459 	496 	: 	: 
EE_EET,COL_HH,T,IS	: 	532 	332 	311 	8 	7 	6 	2 	6 	4 	: 	: 	: 	: 
EE_EET,COL_HH,T,IT	: 	: 	: 	1257 	961 	622 	671 	768 	718 	694 	2749 	1500 	: 	: 
EE_EET,COL_HH,T,LT	: 	1270 	793 	816 	1923 	997 	1006 	852 	572 	482 	713 	740 	248 	27 
EE_EET,COL_HH,T,LU	: 	297 	301 	281 	260 	174 	170 	164 	155 	175 	160 	122 	69 	: 
EE_EET,COL_HH,T,LV	709 	702 	468 	378 	402 	300 	188 	217 	242 	227 	464 	451 	: 	: 
EE_EET,COL_HH,T,MT	: 	3 	4 	1 	0 	0 	1 	0 	0 	0 	: 	: 	: 	: 
EE_EET,COL_HH,T,NL	0 	0 	2743 	2834 	2039 	2050 	2375 	2307 	1788 	1510 	1869 	1678 	1274 	1060 
EE_EET,COL_HH,T,NO	3544 	3019 	3322 	4434 	4260 	4446 	4947 	4838 	4014 	3066 	1492 	1361 	2310 	: 
EE_EET,COL_HH,T,PL	: 	18628 	17018 	10812 	9554 	8855 	9941 	10846 	7508 	6830 	718 	204 	132 	: 
EE_EET,COL_HH,T,PT	: 	0 	: 	1707 	375 	313 	533 	705 	389 	311 	363 	22 	0 	: 
EE_EET,COL_HH,T,RO	: 	: 	855 	717 	688 	642 	565 	615 	351 	417 	308 	112 	158 	: 
EE_EET,COL_HH,T,SE	3046 	2494 	2849 	2559 	2119 	2252 	1751 	1654 	1184 	1151 	1471 	912 	1364 	511 
EE_EET,COL_HH,T,SI	: 	454 	203 	100 	124 	135 	186 	202 	72 	74 	39 	13 	: 	: 
EE_EET,COL_HH,T,SK	: 	1001 	765 	893 	1185 	1007 	1149 	1328 	549 	266 	180 	135 	80 	41 
EE_EET,COL_HH,T,UK	19845 	20851 	22121 	21160 	17709 d	16458 	15936 	16052 	11500 	10819 	9915 	3683 	: 	: 
EE_EET,COL_OTH,KG_HAB,AT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_EET,COL_OTH,KG_HAB,BE	: 	0.06 	0.02 	0.06 	0 	0.01 	0 	0.01 	0 	0 	0 	0 	0 	0 
EE_EET,COL_OTH,KG_HAB,BG	: 	0.03 	0.03 	0.04 	0.02 	0.01 	0 	0 	0 	0 	: 	: 	: 	: 
EE_EET,COL_OTH,KG_HAB,CY	: 	0.01 	0.01 	0.01 	: 	0 	0 	0 	0 	0 	0.01 	0.01 	: 	: 
EE_EET,COL_OTH,KG_HAB,CZ	: 	0.02 	0.03 	0.01 	0.01 	0 	0 	0 	0.02 	0 	0 	0.02 	: 	: 
EE_EET,COL_OTH,KG_HAB,DE	: 	0.02 	0.02 	0.05 	0.03 	0.04 	0.01 	0.01 	0.01 	0.01 	0.02 	0.01 	0.01 	: 
EE_EET,COL_OTH,KG_HAB,DK	: 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0 	0 	0 	: 
EE_EET,COL_OTH,KG_HAB,EE	: 	0 	0.01 	0 	0 	0.01 	0 	0 	0 	0 	0 	0 	0 	: 
EE_EET,COL_OTH,KG_HAB,EL	: 	0 	0 d	0 	0 d	0 d	0 d	0 d	0 	0 	0 	0 	0 	0 
EE_EET,COL_OTH,KG_HAB,ES	: 	0.02 	0.01 	0 	0 	0 	0.01 	0 	0 	0 	0 	: 	: 	: 
EE_EET,COL_OTH,KG_HAB,EU27_2020	: 	0.07 s	: 	0.05 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_EET,COL_OTH,KG_HAB,EU28	: 	0.06 s	: 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_EET,COL_OTH,KG_HAB,FI	: 	0 	0 	0.05 	0.07 	0.07 	0.06 	0.06 	0 	0 	0 	0 	0 	0 
EE_EET,COL_OTH,KG_HAB,FR	: 	0.12 	0.03 	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_EET,COL_OTH,KG_HAB,HR	: 	0 	0.01 	0 	0.01 	0.01 	0.02 	0.03 	: 	: 	: 	: 	: 	: 
EE_EET,COL_OTH,KG_HAB,HU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_EET,COL_OTH,KG_HAB,IE	: 	0.02 	0.01 	0.08 	0.28 	0.31 	0.01 	0.01 	0.05 	0.02 	0.11 	0.15 	: 	: 
EE_EET,COL_OTH,KG_HAB,IS	: 	0.35 	0.28 	0.25 	0.47 	0.05 	0.07 	0.02 	0.01 	0 	: 	: 	: 	: 
EE_EET,COL_OTH,KG_HAB,IT	: 	: 	: 	0.21 	0.15 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_EET,COL_OTH,KG_HAB,LT	: 	0.1 	0.09 	0.01 	0.04 	0.01 	0.02 	0 	0 	0 	0 	0 	0.01 	0 
EE_EET,COL_OTH,KG_HAB,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_EET,COL_OTH,KG_HAB,LV	: 	0 	0 	0.02 	0 	0 	0.03 	0.01 	0 	0 	0 	0 	: 	: 
EE_EET,COL_OTH,KG_HAB,MT	: 	0.19 	0.58 	0.01 	0.13 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_EET,COL_OTH,KG_HAB,NL	: 	0.21 	0 	0 	0.02 	0.02 	0 	0 	0 	0 	0 	0 	0 	0 
EE_EET,COL_OTH,KG_HAB,NO	: 	0.81 	0.73 	0.77 	0.98 	1.07 	0.83 	0.9 	1.23 	2.16 	2.71 	2.5 	2.14 	: 
EE_EET,COL_OTH,KG_HAB,PL	: 	0.07 	0.03 	0.01 	0.02 	0.03 	0.03 	0.02 	0.01 	0 	0.02 	0.02 	0.01 	: 
EE_EET,COL_OTH,KG_HAB,PT	: 	0 	: 	0 	0 	0 	0 	0 	0 	: 	0 	0 	0 	: 
EE_EET,COL_OTH,KG_HAB,RO	: 	: 	0 	0 	0.01 	0 	0.01 	0.01 	0.01 	0.01 	0 	0 	0 	: 
EE_EET,COL_OTH,KG_HAB,SE	: 	0.08 	0.06 	0.05 	0.08 	0.03 	0.05 	0.03 	0.04 	0.04 	0.01 	0.14 	0.06 	0.02 
EE_EET,COL_OTH,KG_HAB,SI	: 	0 	0 	0.01 	0.02 	0.01 	0.01 	0 	0.01 	0.01 	0.02 	0.02 	: 	: 
EE_EET,COL_OTH,KG_HAB,SK	: 	0.06 	0.06 	0 	0 	0.04 	0 	0 	0 	0 	0 	0 	0 	0 
EE_EET,COL_OTH,KG_HAB,UK	: 	0.01 	0.01 	0 	0 d	0 	0 	0 	0 	0.01 	0.01 	0 	: 	: 
EE_EET,COL_OTH,T,AT	3 	10 	4 	6 	3 	1 	3 	1 	2 	1 	4 	18 	3 	1 
EE_EET,COL_OTH,T,BE	719 	654 	257 	670 	4 	69 	39 	92 	10 	9 	13 	0 	0 	0 
EE_EET,COL_OTH,T,BG	: 	197 	244 	306 	115 	108 	8 	0 	0 	0 	: 	: 	: 	: 
EE_EET,COL_OTH,T,CY	: 	6 	6 	7 	: 	2 	2 	2 	0 	0 	10 	7 	: 	: 
EE_EET,COL_OTH,T,CZ	202 	184 	308 	135 	129 	30 	41 	27 	229 	21 	2 	191 	: 	: 
EE_EET,COL_OTH,T,DE	3496 	2059 	1929 	4455 	2576 	3113 	849 	813 	681 	668 	1535 	434 	899 	: 
EE_EET,COL_OTH,T,DK	85 	73 	64 	62 	50 	51 	36 	47 	55 	49 	11 	18 	20 	: 
EE_EET,COL_OTH,T,EE	74 	1 	7 	1 	4 	19 	3 	1 	1 	0 	0 	0 	0 	: 
EE_EET,COL_OTH,T,EL	0 	0 	0 d	0 	0 d	0 d	4 d	0 d	8 	41 	27 	12 	41 	28 
EE_EET,COL_OTH,T,ES	1484 	814 	687 	156 	188 	49 	281 	4 	30 	15 	2 	: 	: 	: 
EE_EET,COL_OTH,T,EU27_2020	: 	32161 s	: 	20748 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_EET,COL_OTH,T,EU28	: 	32543 s	: 	21044 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_EET,COL_OTH,T,FI	14 	19 	24 	281 	392 	395 	299 	331 	13 	20 	6 	10 	11 	3 
EE_EET,COL_OTH,T,FR	6430 	8302 	2171 	765 	558 	74 	60 	62 	38 	70 	154 	67 	77 	: 
EE_EET,COL_OTH,T,HR	67 	6 	45 	0 	32 	52 	77 	130 	: 	: 	: 	: 	: 	: 
EE_EET,COL_OTH,T,HU	: 	0 	1 	2 	22 	9 	8 	25 	10 	10 	0 	0 	0 	0 
EE_EET,COL_OTH,T,IE	2174 	116 	41 	392 	1322 	1423 	29 	50 	222 	105 	506 	673 	: 	: 
EE_EET,COL_OTH,T,IS	: 	120 	93 	84 	154 	16 	21 	6 	4 	1 	: 	: 	: 	: 
EE_EET,COL_OTH,T,IT	: 	: 	: 	12530 	8940 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_EET,COL_OTH,T,LT	: 	297 	266 	32 	110 	28 	56 	7 	2 	0 	2 	9 	23 	0 
EE_EET,COL_OTH,T,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_EET,COL_OTH,T,LV	0 	0 	0 	30 	0 	0 	68 	26 	7 	4 	2 	0 	: 	: 
EE_EET,COL_OTH,T,MT	: 	89 	263 	4 	55 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_EET,COL_OTH,T,NL	4051 	3637 	0 	0 	406 	408 	1 	1 	0 	0 	0 	0 	0 	0 
EE_EET,COL_OTH,T,NO	2396 	4273 	3832 	4005 	5027 	5451 	4151 	4479 	5995 	10454 	12927 	11770 	9956 	: 
EE_EET,COL_OTH,T,PL	: 	2579 	1029 	308 	835 	1279 	968 	651 	373 	161 	864 	940 	320 	: 
EE_EET,COL_OTH,T,PT	: 	0 	: 	35 	4 	10 	14 	23 	0 	: 	2 	12 	0 	: 
EE_EET,COL_OTH,T,RO	: 	: 	36 	79 	128 	61 	126 	128 	275 	258 	14 	1 	8 	: 
EE_EET,COL_OTH,T,SE	743 	756 	632 	455 	803 	320 	453 	316 	347 	334 	59 	1268 	553 	207 
EE_EET,COL_OTH,T,SI	: 	6 	9 	29 	31 	10 	13 	1 	13 	12 	44 	33 	: 	: 
EE_EET,COL_OTH,T,SK	: 	331 	314 	10 	8 	205 	6 	0 	0 	0 	0 	0 	0 	0 
EE_EET,COL_OTH,T,UK	152 	382 	356 	295 	271 d	281 	239 	202 	273 	331 	401 	67 	: 	: 
EE_EET,MKT,KG_HAB,AT	: 	0.58 	0.65 	0.58 	0.5 	0.5 	0.6 	0.66 	0.72 	0.68 	0.78 	0.78 	0.75 	0.22 
EE_EET,MKT,KG_HAB,BE	: 	2.12 	1.97 	1.92 	1.87 	1.74 	1.34 	1.36 	1.28 	1.18 	1.31 	1.15 	1.01 	1 
EE_EET,MKT,KG_HAB,BG	: 	0.38 	0.34 	0.36 d	0.26 d	0.24 	0.25 	0.25 	0.19 	0.14 	: 	: 	: 	: 
EE_EET,MKT,KG_HAB,CY	: 	0.56 	0.72 	0.49 	0.47 	0.41 	0.52 	0.5 	0.45 	0.54 	0.67 	0.65 e	0.58 	1.15 
EE_EET,MKT,KG_HAB,CZ	: 	1.61 	1.4 	1.45 	1.35 	1.22 	1.25 	1.31 	1.26 	1.23 	1.58 	1.43 	: 	: 
EE_EET,MKT,KG_HAB,DE	: 	1.9 	1.78 	1.64 	1.66 	1.55 	3.42 	1.46 	1.4 	1.8 	1.77 	1.22 	1.44 	: 
EE_EET,MKT,KG_HAB,DK	: 	1.8 	1.78 	1.66 	1.59 	1.48 	1.51 	1.58 	1.67 	1.41 	1.79 	2.25 	1.69 	: 
EE_EET,MKT,KG_HAB,EE	: 	0.98 	1.03 	0.88 	0.66 	0.62 	0.71 	0.61 	0.53 	0.49 	0.67 	0.54 	0.63 	: 
EE_EET,MKT,KG_HAB,EL	: 	0.42 	0.41 d	0.35 	0.35 e	0.32 e	0.35 e	0.42 e	0.45 	0.49 	0.42 	0.4 	0.27 	0.2 
EE_EET,MKT,KG_HAB,ES	: 	0.4 	0.34 	0.3 	0.26 	0.24 	0.27 	0.34 	0.33 	0.3 	0.35 	0.45 	0.2 	: 
EE_EET,MKT,KG_HAB,EU27_2020	: 	1.32 s	1.18 s	1.08 	1.03 	0.96 	1.31 	1 	: 	: 	: 	: 	: 	: 
EE_EET,MKT,KG_HAB,EU28	: 	1.34 s	1.23 s	1.15 	1.1 	1 	1.3 	1.03 	: 	: 	: 	: 	: 	: 
EE_EET,MKT,KG_HAB,FI	: 	1.45 	1.3 	1.41 	1.96 	2.05 	2.18 	2.4 	1.91 	1.89 	2.01 	2.78 	1.73 	0.62 
EE_EET,MKT,KG_HAB,FR	: 	2.1 	1.94 	1.73 	1.44 	1.39 	1.43 	1.53 	1.51 	1.46 	1.61 	1.6 	1.39 	: 
EE_EET,MKT,KG_HAB,HR	: 	0.68 	0.72 	0.52 	0.48 	0.48 	0.5 	0.67 	: 	: 	: 	: 	: 	: 
EE_EET,MKT,KG_HAB,HU	: 	0.79 	0.71 	0.67 	0.52 	0.43 	0.43 	0.7 	0.39 	0.97 	0.74 	0.51 	0.57 	0.57 
EE_EET,MKT,KG_HAB,IE	: 	1.47 	0.99 	0.72 	1.02 	0.82 	1.05 	2.15 	1.07 	1.28 	1.74 	1.39 	: 	: 
EE_EET,MKT,KG_HAB,IS	: 	5.64 	6.31 	4.11 	2.93 	2.65 	2.24 	1.87 	1.66 	1.27 	: 	: 	: 	: 
EE_EET,MKT,KG_HAB,IT	: 	: 	: 	0.57 	0.58 	0.55 	0.5 	0.64 	0.62 	0.69 	2.09 	1.86 	: 	: 
EE_EET,MKT,KG_HAB,LT	: 	1.04 	0.96 	0.83 	0.8 	0.67 	0.68 	0.64 	0.47 	0.49 	0.87 	0.87 	0.7 	0.69 
EE_EET,MKT,KG_HAB,LU	: 	1.03 	0.87 	0.93 	0.92 	0.92 	0.83 	1.2 	1.08 	0.81 	0.8 	0.85 	0.56 	0.91 
EE_EET,MKT,KG_HAB,LV	: 	1 	0.91 	0.86 	0.8 	0.78 	0.73 	0.66 	0.56 	0.43 	1.05 	1.28 	: 	: 
EE_EET,MKT,KG_HAB,MT	: 	1.75 	1.3 	0.74 	6.81 	4.59 	7.87 	8.41 	8.12 	4.95 	0.7 	0.75 	0.92 	0.86 
EE_EET,MKT,KG_HAB,NL	: 	1.23 	1.01 	0.87 	0.88 	0.68 	0.64 	: 	: 	: 	: 	: 	: 	: 
EE_EET,MKT,KG_HAB,NO	: 	3.75 	3.59 	3.11 	3.38 	1.67 	3.01 	3.23 	3.02 	2.33 	3.71 	3.76 	2.93 	4.4 
EE_EET,MKT,KG_HAB,PL	: 	1.74 	1.47 	1.31 	1.29 	1.1 	1.1 	1.31 	1.2 	0.97 	1.14 	1.1 	1.18 	: 
EE_EET,MKT,KG_HAB,PT	: 	0.68 	0.49 	0.49 	0.5 	0.49 	0.41 	0.54 	0.64 	0.61 	0.6 	0.65 	0.24 	0.51 
EE_EET,MKT,KG_HAB,RO	: 	: 	0.56 	0.49 	0.39 	0.37 	0.38 	0.33 	0.38 	0.32 	0.48 	0.24 	0.5 	: 
EE_EET,MKT,KG_HAB,SE	: 	1.33 	1.25 	1.31 	1.41 	1.39 	1.72 	1.18 	1.19 	1.04 	1.49 	1.41 	0.73 	0.27 
EE_EET,MKT,KG_HAB,SI	: 	1.06 	1 	0.88 	0.81 	0.65 	0.63 	0.75 	0.6 	0.66 	0.92 	0.99 	0.74 	: 
EE_EET,MKT,KG_HAB,SK	: 	1.2 	1.19 	0.68 	0.74 	0.7 	0.68 	0.66 	0.66 	0.61 	0.82 	0.69 	0.63 	0.6 
EE_EET,MKT,KG_HAB,UK	: 	1.5 	1.57 	1.6 	1.58 d	1.29 	1.25 	1.25 	1.27 	1.42 	1.37 	0.66 	: 	: 
EE_EET,MKT,T,AT	5313 	5133 	5648 	4982 	4297 	4210 	5052 	5540 	6008 	5711 	6465 	6430 	6169 	1818 
EE_EET,MKT,T,BE	26410 	24166 	22309 	21618 	20918 	19420 	14898 	15019 	13979 	12778 	14066 	12180 	10679 	10426 
EE_EET,MKT,T,BG	: 	2690 	2440 	2575 d	1875 d	1768 	1814 	1859 	1423 	1061 	: 	: 	: 	: 
EE_EET,MKT,T,CY	: 	478 	612 	420 	399 	356 	446 	429 	377 	434 	526 	501 e	434 	852 
EE_EET,MKT,T,CZ	20802 	17048 	14760 	15337 	14252 	12854 	13138 	13725 	13172 	12817 	16381 	14706 	: 	: 
EE_EET,MKT,T,DE	196278 	157018 	146387 	134109 	134386 	125234 	274701 	117074 	114588 	147661 	144969 	100257 	118695 	: 
EE_EET,MKT,T,DK	13004 	10366 	10173 	9458 	8947 	8288 	8445 	8782 	9251 	7804 	9826 	12301 	9195 	: 
EE_EET,MKT,T,EE	1305 	1295 	1351 	1161 	867 	815 	933 	810 	704 	655 	896 	722 	855 	: 
EE_EET,MKT,T,EL	5052 	4529 	4445 d	3737 	3866 e	3560 e	3910 e	4703 e	4950 	5480 	4708 	4394 	2993 	2202 
EE_EET,MKT,T,ES	23510 	18518 	15804 	13869 	12202 	11213 	12722 	16115 	15541 	13887 	15967 	20291 	9014 	: 
EE_EET,MKT,T,EU27_2020	: 	587340 s	525579 s	478992 	458749 	423653 	575775 	441113 	: 	: 	: 	: 	: 	: 
EE_EET,MKT,T,EU28	: 	686522 s	628733 s	583495 	561029 	506096 	655189 	520073 	: 	: 	: 	: 	: 	: 
EE_EET,MKT,T,FI	8614 	7968 	7125 	7744 	10696 	11169 	11785 	12915 	10267 	10079 	10656 	14696 	9106 	3253 
EE_EET,MKT,T,FR	152631 	140478 	129757 	114812 	95556 	91417 	93496 	99694 	98171 	94037 	103482 	102189 	87903 	: 
EE_EET,MKT,T,HR	3476 	2819 	2994 	2189 	2022 	2038 	2147 	2879 	: 	: 	: 	: 	: 	: 
EE_EET,MKT,T,HU	: 	7720 	6921 	6614 	5162 	4286 	4272 	6938 	3918 	9752 	7455 	5108 	5720 	5736 
EE_EET,MKT,T,IE	4928 	7070 	4695 	3366 	4742 	3775 	4823 	9833 	4859 	5824 	7799 	6104 	: 	: 
EE_EET,MKT,T,IS	: 	1938 	2116 	1360 	960 	858 	717 	595 	528 	406 	: 	: 	: 	: 
EE_EET,MKT,T,IT	: 	: 	: 	34467 	35209 	32985 	29989 	38117 	36935 	40846 	123192 	108492 	: 	: 
EE_EET,MKT,T,LT	: 	2930 	2741 	2413 	2347 	1983 	2019 	1944 	1464 	1556 	2767 	2811 	2295 	2294 
EE_EET,MKT,T,LU	: 	614 	507 	531 	513 	497 	441 	622 	546 	405 	393 	409 	265 	423 
EE_EET,MKT,T,LV	1955 	1946 	1790 	1693 	1587 	1578 	1478 	1361 	1172 	927 	2288 	2813 	: 	: 
EE_EET,MKT,T,MT	: 	821 	590 	328 	2960 	1956 	3306 	3502 	3367 	2043 	288 	306 	373 	346 
EE_EET,MKT,T,NL	24547 	21085 	17221 	14762 	14764 	11385 	10733 	: 	: 	: 	: 	: 	: 	: 
EE_EET,MKT,T,NO	23679 	19796 	18814 	16124 	17339 	8492 	15100 	15996 	14774 	11227 	17694 	17694 	13634 	20328 
EE_EET,MKT,T,PL	: 	66083 	55700 	49762 	48923 	41934 	42028 	49846 	45710 	37107 	43644 	41933 	44962 	: 
EE_EET,MKT,T,PT	: 	6994 	5065 	5060 	5154 	5154 	4297 	5684 	6771 	6409 	6292 	6837 	2526 	5405 
EE_EET,MKT,T,RO	: 	: 	11108 	9655 	7727 	7340 	7556 	6729 	7670 	6517 	9918 	5085 	10535 	: 
EE_EET,MKT,T,SE	13622 	13367 	12416 	12833 	13711 	13309 	16349 	11127 	11202 	9651 	13717 	12895 	6594 	2473 
EE_EET,MKT,T,SI	: 	2195 	2071 	1811 	1663 	1335 	1302 	1542 	1236 	1343 	1868 	2004 	1492 	: 
EE_EET,MKT,T,SK	: 	6522 	6480 	3687 	4003 	3794 	3695 	3578 	3569 	3285 	4400 	3735 	3377 	3228 
EE_EET,MKT,T,UK	92740 	99182 	103154 	104503 	102280 d	82443 	79415 	78960 	79793 	88179 	84384 	40285 	: 	: 
EE_EET,RCV,KG_HAB,AT	: 	0.36 	0.26 	0.26 	0.26 	0.23 	0.22 	0.21 	0.19 	0.18 	0.18 	0.15 	0.14 	0.03 
EE_EET,RCV,KG_HAB,BE	: 	0.36 	0.31 	0.29 	0.26 	0.23 	0.19 	0.19 	0.17 	0.15 	0.13 	0.12 	0.12 	0.1 
EE_EET,RCV,KG_HAB,BG	: 	0.22 	0.29 	0.23 	0.14 	0.13 	0.13 	0.17 	0.14 	0.08 	: 	: 	: 	: 
EE_EET,RCV,KG_HAB,CY	: 	0.08 	0.04 	0.05 	0.04 	0.03 	0.04 	0.05 	0.04 	0.05 	: 	: 	: 	: 
EE_EET,RCV,KG_HAB,CZ	: 	0.2 	0.2 	0.14 	0.07 	0.04 	0.06 	0.05 	0.06 	0.07 	0.05 	0.04 	: 	: 
EE_EET,RCV,KG_HAB,DE	: 	0.38 	0.52 	0.32 	0.38 	0.3 	0.29 	0.26 	0.26 	0.33 	0.25 	0.15 	0.12 	: 
EE_EET,RCV,KG_HAB,DK	: 	0.27 	0.25 	0.35 	0.35 	0.14 	0.17 	0.18 	0.12 	0.4 	0.33 	0.36 	0.12 	: 
EE_EET,RCV,KG_HAB,EE	: 	0.08 	0.23 	0.14 	0.06 	0.04 	0.03 	0.08 	0.1 	0.17 	0.05 	0.04 	: 	: 
EE_EET,RCV,KG_HAB,EL	: 	0.01 	0.01 d	0.01 	0.01 d	0.01 d	0.01 d	0.01 d	0.01 	0.01 	0.01 	0.01 	0 	0 
EE_EET,RCV,KG_HAB,ES	: 	0.03 	0.02 	0.02 	0.03 	0.03 	0.03 	0.04 	0.02 	0.01 	0.02 	0.01 	0 	: 
EE_EET,RCV,KG_HAB,EU27_2020	: 	0.25 s	0.25 s	0.18 	0.17 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_EET,RCV,KG_HAB,EU28	: 	0.25 s	0.26 s	0.2 	0.18 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_EET,RCV,KG_HAB,FI	: 	0.12 	0.15 	0.16 	0.21 	0.16 	0.12 	0.12 	0.05 	0.1 	0.06 	0.06 	0.04 	0.01 
EE_EET,RCV,KG_HAB,FR	: 	0.31 	0.22 	0.17 	0.14 	0.12 	0.09 	0.08 	0.06 	0.05 	0.03 	0.01 	0.02 	: 
EE_EET,RCV,KG_HAB,HR	: 	0.11 	0.13 	0.08 	0.09 	0.09 	0.13 	: 	: 	: 	: 	: 	: 	: 
EE_EET,RCV,KG_HAB,HU	: 	0.06 	0.06 	0.06 	0.08 	0.05 	0.04 	0.03 	0.05 	0.04 	0.02 	0.02 	0.01 	0.01 
EE_EET,RCV,KG_HAB,IE	: 	0.33 	0.25 	0.18 	0.37 	0.37 	0.1 	0.14 	0.19 	0.1 	0.1 	0.13 	: 	: 
EE_EET,RCV,KG_HAB,IS	: 	1.82 	1.27 	1.19 	0.06 	0.02 	0.05 	0.04 	0.02 	0.01 	: 	: 	: 	: 
EE_EET,RCV,KG_HAB,IT	: 	: 	: 	0.17 	0.08 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_EET,RCV,KG_HAB,LT	: 	0.48 	0.32 	0.25 	0.56 	0.25 	0.27 	0.22 	0.13 	0.12 	0.17 	0.17 	0.06 	0.01 
EE_EET,RCV,KG_HAB,LU	: 	0.46 	0.47 	0.44 	0.42 	0.29 	0.28 	0.26 	0.24 	0.28 	0.25 	0.22 	0.12 	: 
EE_EET,RCV,KG_HAB,LV	: 	0.27 	0.21 	0.16 	0.19 	0.14 	0.11 	0.1 	0.09 	0.09 	0.13 	0.14 	: 	: 
EE_EET,RCV,KG_HAB,MT	: 	0.2 	0.59 	0.01 	0.12 	0 	0 	0 	1.09 	1.64 	0 	0 	0 	0 
EE_EET,RCV,KG_HAB,NL	: 	0.18 	0.15 	0.16 	0.14 	0.14 	0.14 	0.13 	0.1 	0.08 	0.1 	0.08 	0.06 	0.05 
